
,Gene names,Location,median log conc uM median norm,conc uM
14235,MAP3K13,"subcellular,not specified",-8.20838774069039,0.000272359481607
14236,MAP3K15,"subcellular,not specified",-7.5432847813152,0.000529654960517
14237,MAP3K19,astrocytes,-3.76990503779243,0.023054252465987
14238,MAP3K19,neurons,-4.18926868729561,0.015157365594842
14239,MAP3K2,astrocytes,-5.87520658405572,0.00280821400236
14240,MAP3K2,neurons,-5.62932847816015,0.003590985943338
14241,MAP3K20,astrocytes,-3.13325205863138,0.043575855339659
14242,MAP3K20,"subcellular,not specified",-5.59966010454918,0.003699120817167
14243,MAP3K4,astrocytes,-5.03916669557876,0.006479145169683
14244,MAP3K4,neurons,-4.35494080347775,0.012843199834441
14245,MAP3K4,"subcellular,not specified",-5.11287060612158,0.006018780553036
14246,MAP3K5,astrocytes,-5.29864934148736,0.004998340400791
14247,MAP3K5,neurons,-4.57174238823475,0.01033992784429
14248,MAP3K7,astrocytes,-3.79080621393873,0.022577392303338
14249,MAP3K7,axon,-6.42868706933843,0.001614569260997
14250,MAP3K7,endosome,-3.68340193712898,0.025137313650229
14251,MAP3K7,neurons,-4.3948940133962,0.012340188150756
14252,MAP3K9,neurons,-5.47740307284741,0.004180171214626
14253,MAP4,astrocytes,-0.477514262038975,0.620323438456033
14254,MAP4,axon,-3.59165701012838,0.027552637577421
14255,MAP4,large protein complex,-0.814624012476885,0.442805785516813
14256,MAP4,neurons,-1.33798338329808,0.262374243716503
14257,MAP4K2,astrocytes,-5.41152006965443,0.004464848170253
14258,MAP4K2,neurons,-4.03327702258549,0.017716178406965
14259,MAP4K3,astrocytes,-5.06365520793553,0.006322407511888
14260,MAP4K3,axon,-5.89404168832781,0.0027558160087
14261,MAP4K3,large protein complex,-4.32796011040806,0.013194435247861
14262,MAP4K3,neurons,-4.43477069590039,0.011857784634548
14263,MAP4K4,astrocytes,-3.36672189113251,0.034502555296151
14264,MAP4K4,endosome,-1.92825822385776,0.14540123445487
14265,MAP4K4,neurons,-1.7187482077105,0.179290441890207
14266,MAP4K4,plasma membrane,-5.14829106432522,0.005809324009767
14267,MAP4K4,"subcellular,not specified",-6.58022013268357,0.00138754381747
14268,MAP4K5,astrocytes,-2.89447187529489,0.055328237589253
14269,MAP4K5,large protein complex,-2.8736748880897,0.05649094675521
14270,MAP4K5,neurons,-2.05836835722722,0.127662098993657
14271,MAP6,actin binding proteins,-3.72597238233002,0.024089664670144
14272,MAP6,astrocytes,-3.7926924067239,0.022534847125684
14273,MAP6,axon,-3.10473012918134,0.044836617021224
14274,MAP6,neurons,-3.22270362953496,0.039847180481556
14275,MAP6D1,astrocytes,-3.75327077095716,0.023440950354596
14276,MAP6D1,neurons,-4.48965053458372,0.011224565721795
14277,MAP7,astrocytes,-5.04438609384837,0.006445416030073
14278,MAP7,neurons,-5.13364364970417,0.005895041826875
14279,MAP7D1,astrocytes,-2.79279388677472,0.061249849495618
14280,MAP7D1,large protein complex,-1.9836687867338,0.137563618795087
14281,MAP7D1,neurons,-3.18540061667579,0.041361672305718
14282,MAP7D1,"subcellular,not specified",-7.79691761537036,0.000410999888248
14283,MAP7D2,astrocytes,-5.56006487303203,0.003848526723915
14284,MAP7D2,neurons,-4.82690552633097,0.008011273623728
14285,MAP7D2,"subcellular,not specified",-6.19191862833518,0.002045897668018
14286,MAP9,astrocytes,-4.03170872594849,0.017743984428327
14287,MAP9,large protein complex,-4.20583729564721,0.014908298188593
14288,MAP9,neurons,-2.99522176778034,0.050025531805195
14289,MAPK1,astrocytes,-1.55659257875455,0.210853314595436
14290,MAPK1,axon,-2.29626745375748,0.100633763761132
14291,MAPK1,cytoplasm,-4.47414597376581,0.011399953827995
14292,MAPK1,large protein complex,0.712872745749561,2.03984279935979
14293,MAPK1,neurons,-0.378701903151516,0.684749703974034
14294,MAPK10,astrocytes,-3.68245238130727,0.025161194268944
14295,MAPK10,axon,-5.69718913471166,0.003355383746201
14296,MAPK10,neurons,-3.88398471310704,0.020568701296664
14297,MAPK10,"subcellular,not specified",-4.18740514296918,0.015185638353086
14298,MAPK11,neurons,-4.89751942110274,0.007465077837127
14299,MAPK11,"subcellular,not specified",-3.8425731274198,0.021438366663531
14300,MAPK12,astrocytes,-5.71770806130372,0.003287236419391
14301,MAPK12,"subcellular,not specified",-4.92386725441767,0.007270957762131
14302,MAPK14,astrocytes,-3.48533236965532,0.030643571743049
14303,MAPK14,neurons,-4.14878443145523,0.015783590865186
14304,MAPK14,"subcellular,not specified",-2.662665791587,0.069762002684484
14305,MAPK15,astrocytes,-3.79566707558942,0.022467913020306
14306,MAPK15,neurons,-5.62674277762519,0.003600283172358
14307,MAPK1IP1L,astrocytes,-2.41692011560295,0.089195907936221
14308,MAPK1IP1L,neurons,-3.12626688701934,0.043881305737094
14309,MAPK1IP1L,"subcellular,not specified",-1.37677710476934,0.252390672363303
14310,MAPK3,actin binding proteins,-0.999267684631189,0.368148943608426
14311,MAPK3,astrocytes,-0.824658787015994,0.438384549448365
14312,MAPK3,axon,-3.07915350884686,0.04599817722384
14313,MAPK3,neurons,-1.40433581912323,0.245530078691745
14314,MAPK7,astrocytes,-5.16725608472856,0.005700188213762
14315,MAPK7,axon,-7.59085734354455,0.000505047868766
14316,MAPK7,neurons,-3.90762666675366,0.020088120334977
14317,MAPK7,"subcellular,not specified",-2.96176704008914,0.051727431921564
14318,MAPK8,astrocytes,-4.12877403479723,0.016102607963534
14319,MAPK8,axon,-3.76787535491758,0.023101092806849
14320,MAPK8,large protein complex,-1.42405362030912,0.240736183271231
14321,MAPK8,neurons,-1.68663036136088,0.18514233684853
14322,MAPK8,"subcellular,not specified",-7.27046217096618,0.000695790345341
14323,MAPK8IP1,astrocytes,-5.20787273084628,0.005473304504157
14324,MAPK8IP1,axon,-5.07238530275545,0.006267452524973
14325,MAPK8IP1,neurons,-4.28592355203359,0.013760906737415
14326,MAPK8IP1,"subcellular,not specified",-5.50139907198043,0.004081057748918
14327,MAPK8IP2,astrocytes,-6.73752936948545,0.001185572653191
14328,MAPK8IP2,neurons,-6.39168526422426,0.001675430278136
14329,MAPK8IP2,"subcellular,not specified",-6.47322134845264,0.001544243166609
14330,MAPK8IP3,actin binding proteins,-3.02845404461877,0.048390389713248
14331,MAPK8IP3,astrocytes,-2.73379163115741,0.064972470396876
14332,MAPK8IP3,neurons,-1.24199504367278,0.288807459306681
14333,MAPK9,astrocytes,-4.17495711411435,0.015375851047872
14334,MAPK9,neurons,-4.08743441304014,0.016782234655857
14335,MAPK9,"subcellular,not specified",-3.64773667928047,0.026050021660644
14336,MAPKAP1,astrocytes,-4.35412720063743,0.012853653350234
14337,MAPKAP1,axon,-7.15335840008969,0.000782232614942
14338,MAPKAP1,neurons,-5.04588845397181,0.006435739964338
14339,MAPKAP1,"subcellular,not specified",-5.21094818282086,0.005456497476862
14340,MAPKAPK2,astrocytes,-4.7085037136824,0.009018261393231
14341,MAPKAPK2,neurons,-4.79438345230501,0.008276099865388
14342,MAPKAPK2,"subcellular,not specified",-2.21532120157556,0.109118459597815
14343,MAPKAPK3,astrocytes,-6.1572868287476,0.002117991958086
14344,MAPKAPK3,neurons,-5.88106918479671,0.00279179872998
14345,MAPKAPK5,neurons,-5.56866404091638,0.003815574480501
14346,MAPKBP1,astrocytes,-3.94963472699083,0.019261736282925
14347,MAPKBP1,neurons,-2.36304969041469,0.094132709383565
14348,MAPKBP1,"subcellular,not specified",-4.18017310524615,0.015295859544007
14349,MAPRE1,astrocytes,-2.52130165392765,0.080354944318299
14350,MAPRE1,axon,-0.319865591803045,0.726246644015924
14351,MAPRE1,large protein complex,1.24688099672032,3.4794735260381
14352,MAPRE1,neurons,0.593221289613282,1.8098089543305
14353,MAPRE1,"subcellular,not specified",-2.85856726146118,0.057350870232381
14354,MAPRE2,astrocytes,-1.39221815915214,0.248523428266213
14355,MAPRE2,axon,-1.3675742755104,0.254724101232797
14356,MAPRE2,large protein complex,-0.702228949338187,0.495479672962474
14357,MAPRE2,neurons,-0.207496913128931,0.812615750209275
14358,MAPRE3,astrocytes,-3.20008925375708,0.04075856596087
14359,MAPRE3,axon,-3.03801928725593,0.047929730564883
14360,MAPRE3,large protein complex,-1.21838638406813,0.295706939585462
14361,MAPRE3,neurons,-3.22239723791442,0.039859391194293
14362,MAPRE3,"subcellular,not specified",-4.55949829853751,0.010467309090593
14363,MAPT,astrocytes,-3.86903181660404,0.020878573931414
14364,MAPT,axon,-0.793627238099338,0.452201574128544
14365,MAPT,large protein complex,0.261715792791831,1.29915726009765
14366,MAPT,neurons,-1.11409335614527,0.328212716086499
14367,MARC2,astrocytes,-1.93976786360198,0.143737312567195
14368,MARC2,axon,-8.66793338291247,0.000172014224685
14369,MARC2,mitochondria,-1.48963817700334,0.225454215303241
14370,MARC2,neurons,-4.57361747409655,0.01032055775774
14371,MARC2,"subcellular,not specified",-5.90461383234388,0.002726834592764
14372,MARCH1,neurons,-4.16512583194994,0.015527760888739
14373,MARCH5,astrocytes,-2.55489080972507,0.077700715766642
14374,MARCH5,mitochondria,-2.57062187508958,0.076487964670921
14375,MARCH5,neurons,-2.59754915903308,0.07445583419156
14376,MARCH6,astrocytes,-5.09056875712127,0.006154518465329
14377,MARCH6,neurons,-5.11232311503957,0.006022076683932
14378,MARCH6,"subcellular,not specified",-7.2878355232631,0.000683806535447
14379,MARCKS,astrocytes,0.189467708508303,1.20860609566559
14380,MARCKS,axon,-1.99718072536221,0.135717368917397
14381,MARCKS,cytoplasm,-1.137631251159,0.320577490710072
14382,MARCKS,neurons,0.457407659274823,1.57997284356618
14383,MARCKS,plasma membrane,2.59610625227215,13.4114155669713
14384,MARCKSL1,astrocytes,-1.12770722061575,0.32377475012892
14385,MARCKSL1,axon,-1.52698927012937,0.217188580096465
14386,MARCKSL1,cytoplasm,-1.08871622160747,0.336648398352174
14387,MARCKSL1,large protein complex,2.12723513013985,8.39163293394079
14388,MARCKSL1,neurons,-1.22937564070304,0.292475130252434
14389,MARF1,astrocytes,-5.72558802409417,0.0032614349097
14390,MARF1,large protein complex,-4.57563271938886,0.010299780245229
14391,MARF1,neurons,-5.05599718565317,0.006371010513399
14392,MARK1,astrocytes,-6.10381552952907,0.00223432629686
14393,MARK1,axon,-4.72566195651358,0.00886484382616
14394,MARK1,large protein complex,-3.42702785736471,0.032483342569385
14395,MARK1,neurons,-2.79693227309238,0.060996897723592
14396,MARK2,astrocytes,-4.03375568058005,0.017707700445722
14397,MARK2,axon,-6.58360505723965,0.001382855026409
14398,MARK2,large protein complex,-3.75726110781585,0.023347599441056
14399,MARK2,neurons,-3.52292246133873,0.029513058241057
14400,MARK3,astrocytes,-4.45440626888996,0.011627221268633
14401,MARK3,axon,-4.70406015717668,0.009058423713
14402,MARK3,large protein complex,-2.32194700358112,0.098082432729312
14403,MARK3,neurons,-2.93262285491886,0.053257168969507
14404,MARK4,astrocytes,-5.24002462725628,0.005300126306694
14405,MARK4,large protein complex,-5.21833660415951,0.005416331140098
14406,MARK4,neurons,-4.72222388237767,0.008895374269328
14407,MARS,astrocytes,0.050013505160652,1.05128529405694
14408,MARS,cytoplasm,-4.31442006882563,0.013374303413023
14409,MARS,large protein complex,-0.63708674405515,0.528830801587805
14410,MARS,neurons,0.117856671684031,1.1250828435812
14411,MARS2,astrocytes,-4.10685169537656,0.016459512599567
14412,MARS2,mitochondria,-4.88277700303716,0.007575946362574
14413,MARS2,neurons,-4.76636678180921,0.008511247270935
14414,MASP1,astrocytes,-6.49445394526219,0.001511800513776
14415,MASP1,"subcellular,not specified",-5.70078268870115,0.003343347632718
14416,MAST1,axon,-7.49630894545536,0.000555129606944
14417,MAST1,large protein complex,-4.12456316104895,0.016170556974638
14418,MAST1,neurons,-4.72590961874452,0.008862648611008
14419,MAST2,astrocytes,-4.50549769475911,0.011048090241715
14420,MAST2,neurons,-4.86930948605062,0.007678665683453
14421,MAST2,"subcellular,not specified",-5.81652778548128,0.002977927216303
14422,MAST3,astrocytes,-5.77761821189695,0.003096080841819
14423,MAST3,neurons,-4.93502259288627,0.007190298494465
14424,MAST3,"subcellular,not specified",-6.24192088127996,0.001946113676844
14425,MAST4,astrocytes,-6.24622379504841,0.001937757707909
14426,MAST4,neurons,-5.2184861651317,0.005415521128922
14427,MAST4,"subcellular,not specified",-8.71450613169602,0.000164186737978
14428,MASTL,astrocytes,-4.33449866296728,0.013108444174442
14429,MAT2A,astrocytes,-0.451438238865737,0.636711749192985
14430,MAT2A,axon,-4.11129800128141,0.016386491029924
14431,MAT2A,cytoplasm,-5.31027761364806,0.004940554961793
14432,MAT2A,large protein complex,0.011216046941761,1.01127918261971
14433,MAT2A,neurons,-0.123088481377783,0.884185425154962
14434,MAT2B,astrocytes,-1.93640204611305,0.144221921222288
14435,MAT2B,axon,-4.23139771363362,0.014532064681924
14436,MAT2B,neurons,-2.03237817066893,0.131023553966942
14437,MAT2B,"subcellular,not specified",-1.53012159139298,0.216509340043205
14438,MATK,astrocytes,-4.53301174995032,0.010748256216872
14439,MATK,axon,-6.40446885807576,0.001654148576073
14440,MATK,neurons,-4.52766534750275,0.010805874608525
14441,MATN2,astrocytes,-5.40166151251384,0.004509082817696
14442,MATN4,astrocytes,-4.67339119502946,0.009340540163809
14443,MATN4,neurons,-4.94678789942332,0.00710619813197
14444,MATR3,astrocytes,0.146814402923377,1.15813899586988
14445,MATR3,axon,-1.51660143885446,0.219456457190357
14446,MATR3,large protein complex,1.60243351700232,4.96510039085818
14447,MATR3,neurons,1.34623387096835,3.84292529044522
14448,MAU2,astrocytes,-3.9750915830566,0.018777581707606
14449,MAU2,neurons,-4.12183066269613,0.016214803419073
14450,MAU2,"subcellular,not specified",-2.73790961693657,0.064705464827633
14451,MAVS,astrocytes,-1.75192558095791,0.173439649612174
14452,MAVS,mitochondria,-3.93968640024576,0.019454314657165
14453,MAVS,neurons,-5.24763162668418,0.005259961210527
14454,MAX,astrocytes,-4.16448241735218,0.015537754891564
14455,MAX,neurons,-3.59644030201162,0.027421159968307
14456,MAX,"subcellular,not specified",-1.02895578948067,0.357379945696453
14457,MAZ,astrocytes,-3.6163309356232,0.026881124352198
14458,MAZ,neurons,-3.85778693129142,0.021114676083706
14459,MAZ,"subcellular,not specified",-2.06021222933795,0.127426923293314
14460,MB21D1,astrocytes,-4.14313856287595,0.015872954976555
14461,MB21D1,neurons,-5.18041819809937,0.00562565328489
14462,MB21D2,astrocytes,-4.37624573482551,0.012572470518687
14463,MB21D2,neurons,-4.96107422996451,0.007005398380274
14464,MB21D2,"subcellular,not specified",-7.42270486519464,0.000597530717646
14465,MBD1,astrocytes,-4.80749027882933,0.008168334235603
14466,MBD1,neurons,-4.70233352571026,0.009074077782935
14467,MBD1,"subcellular,not specified",-3.93713246298221,0.019504063256665
14468,MBD2,astrocytes,-3.56271171039414,0.028361811323808
14469,MBD2,neurons,-4.17777700587767,0.015332553887492
14470,MBD2,"subcellular,not specified",-5.11828737571539,0.005986266346029
14471,MBD3,astrocytes,-2.52841395200268,0.079785463561537
14472,MBD3,neurons,-2.73629573927484,0.064809975843223
14473,MBD3,nuclear pore complex/nuclear,-0.031286051929703,0.969198292377777
14474,MBIP,astrocytes,-4.62164956220977,0.009836556658779
14475,MBIP,"subcellular,not specified",-3.33381244040318,0.035656905778545
14476,MBLAC1,astrocytes,-3.99963246626352,0.01832237174113
14477,MBLAC1,neurons,-3.80334804108765,0.02229599883425
14478,MBLAC1,"subcellular,not specified",-3.69635452216344,0.024813820019699
14479,MBLAC2,astrocytes,-5.5213718899908,0.004000356127338
14480,MBLAC2,cytoplasm,-5.44112070540055,0.004334622712537
14481,MBLAC2,golgi,-4.67848909635105,0.009293044179546
14482,MBLAC2,neurons,-3.07824738010117,0.046039876384022
14483,MBNL1,astrocytes,-4.28415899583674,0.013785210066662
14484,MBNL1,neurons,-5.37957013835948,0.004609803081667
14485,MBNL1,"subcellular,not specified",-5.64104288907382,0.003549165089989
14486,MBNL2,astrocytes,-3.56515647074074,0.028292558180288
14487,MBNL2,neurons,-2.41162480936411,0.089669480332836
14488,MBOAT2,astrocytes,-4.65808148027873,0.009484641429354
14489,MBOAT2,er,-2.95540294839596,0.052057679790594
14490,MBOAT2,neurons,-3.54787641932862,0.028785703557916
14491,MBOAT7,astrocytes,-2.96846545375945,0.05138209807017
14492,MBOAT7,er,-3.14535504413416,0.04305163610218
14493,MBOAT7,neurons,-4.41234265177044,0.012126736307765
14494,MBP,astrocytes,-4.84343929089268,0.00787990610421
14495,MBP,neurons,-4.97247346729126,0.006925995606913
14496,MBP,"subcellular,not specified",-3.26788747895701,0.038086801318389
14497,MBTD1,astrocytes,-5.25674315013295,0.005212252629608
14498,MBTD1,neurons,-3.80169436885357,0.022332899610939
14499,MBTD1,"subcellular,not specified",-2.93104479439462,0.053341278352885
14500,MBTPS1,astrocytes,-6.79205492953871,0.001122659416207
14501,MBTPS1,"subcellular,not specified",-7.19952608990658,0.000746939706778
14502,MBTPS2,"subcellular,not specified",-6.10856122222916,0.00222374799141
14503,MCAM,astrocytes,-2.84505341451571,0.058131161609048
14504,MCAM,axon,-6.41315799425849,0.001639837718365
14505,MCAM,neurons,-4.61643914313951,0.009887942997103
14506,MCAM,plasma membrane,-1.92119977046123,0.146431172902224
14507,MCAT,astrocytes,-2.27126619582405,0.103181449414884
14508,MCAT,mitochondria,-2.81566192768403,0.059865079269053
14509,MCAT,neurons,-3.0442283923814,0.047633051837028
14510,MCAT,"subcellular,not specified",-4.98687922296122,0.006826936629245
14511,MCC,astrocytes,-3.99405306477123,0.018424885325654
14512,MCC,neurons,-5.40632045736278,0.004488124110171
14513,MCCC1,astrocytes,-1.82559798026216,0.161121267979065
14514,MCCC1,axon,-6.53067109077179,0.001458027052893
14515,MCCC1,mitochondria,-2.44130204149616,0.087047438266903
14516,MCCC1,neurons,-2.9781348572088,0.050887658155758
14517,MCCC2,astrocytes,-1.83559211013425,0.159519020970438
14518,MCCC2,axon,-5.40158905905254,0.004509409528189
14519,MCCC2,mitochondria,-2.17880305479746,0.113176916166602
14520,MCCC2,neurons,-2.492143006694,0.082732480206965
14521,MCEE,astrocytes,-2.97442822108008,0.051076630196923
14522,MCEE,neurons,-1.850092818475,0.157222572476936
14523,MCEE,"subcellular,not specified",-3.77769702823234,0.022875312007708
14524,MCF2L,astrocytes,-5.29849797106152,0.004999097058973
14525,MCF2L,axon,-7.29953899477534,0.000675850273894
14526,MCF2L,endosome,-5.29329783984983,0.005025160728136
14527,MCF2L,neurons,-5.63887132446683,0.00355688070573
14528,MCFD2,astrocytes,-1.49256591310375,0.224795110171852
14529,MCFD2,neurons,-1.78252956354783,0.168212105435613
14530,MCFD2,"subcellular,not specified",-2.51094454697698,0.081191513812282
14531,MCL1,astrocytes,-3.21179092913436,0.040284402119388
14532,MCL1,neurons,-6.10526275821965,0.002231095054476
14533,MCL1,"subcellular,not specified",-4.95874652558115,0.007021723869877
14534,MCM2,astrocytes,-3.28620617882281,0.03739545227715
14535,MCM2,large protein complex,-0.147303817532322,0.863031733409613
14536,MCM2,neurons,-2.15215885736267,0.116232956343445
14537,MCM3,astrocytes,-2.91333309002955,0.054294459619959
14538,MCM3,large protein complex,0.302030062856739,1.35260188917508
14539,MCM3,neurons,-3.47993723884967,0.030809344601982
14540,MCM3AP,"subcellular,not specified",-3.01344431464675,0.049122194755019
14541,MCM4,astrocytes,-2.68287693932367,0.068366185589097
14542,MCM4,large protein complex,-0.042635425799928,0.958260683513625
14543,MCM4,neurons,-2.88723507634167,0.055730089227091
14544,MCM5,astrocytes,-2.78031746612848,0.062018815378541
14545,MCM5,large protein complex,0.125785375913609,1.13403875013158
14546,MCM5,neurons,-1.85658131933077,0.156205736120112
14547,MCM6,astrocytes,-3.04708881632263,0.047496995796905
14548,MCM6,large protein complex,0.333632473966709,1.39602997192037
14549,MCM6,neurons,-2.446728427057,0.086576364574448
14550,MCM7,astrocytes,-2.60123792014542,0.074181690342248
14551,MCM7,large protein complex,0.023289707679666,1.02356303066787
14552,MCM7,neurons,-1.29461983993173,0.274002009156848
14553,MCM8,neurons,-7.2945163990817,0.000679253335517
14554,MCM9,"subcellular,not specified",-6.38903194546331,0.001679881631544
14555,MCMBP,astrocytes,-3.01779661384134,0.048908864840907
14556,MCMBP,neurons,-2.3472426606472,0.095632490235087
14557,MCMBP,"subcellular,not specified",-2.09178607805815,0.123466418106301
14558,MCOLN1,astrocytes,-3.97944716177445,0.018695972329401
14559,MCOLN1,"subcellular,not specified",-8.90725125229123,0.000135403513025
14560,MCRS1,astrocytes,-5.48965046537351,0.004129287250915
14561,MCRS1,neurons,-4.8860285052755,0.007551353160112
14562,MCRS1,"subcellular,not specified",-3.63365133491033,0.026419541484288
14563,MCTP1,astrocytes,-6.07097111740261,0.002308929879522
14564,MCTS1,astrocytes,-2.06530813888231,0.126779218941736
14565,MCTS1,axon,-3.59267874477909,0.027524500469666
14566,MCTS1,large protein complex,-0.550998868819513,0.576373800931305
14567,MCTS1,neurons,-1.43901062096445,0.237162286038595
14568,MCTS2,neurons,-4.18972907394718,0.015150388952148
14569,MCU,astrocytes,-0.966586045563697,0.380379421961649
14570,MCU,mitochondria,-2.72825227535751,0.065333374693412
14571,MCU,neurons,-1.05797465771496,0.34715821299542
14572,MCUR1,astrocytes,-4.01238052117473,0.018090279644621
14573,MCUR1,mitochondria,-4.05947669000585,0.017258048061702
14574,MCUR1,neurons,-4.17713547481598,0.015342393352889
14575,MDC1,astrocytes,-4.7378950937536,0.008757059588859
14576,MDC1,neurons,-2.76882593395666,0.062735617278662
14577,MDC1,"subcellular,not specified",-2.29718998575015,0.100540968704305
14578,MDGA1,astrocytes,-5.57001346381059,0.003810429129351
14579,MDGA1,axon,-7.29811656328538,0.000676812308659
14580,MDGA1,endosome,-4.82299924802635,0.008042629089794
14581,MDGA1,neurons,-4.98429122670892,0.006844627597863
14582,MDGA2,astrocytes,-6.37589665887389,0.001702092914643
14583,MDGA2,axon,-6.38045137653902,0.001694357990547
14584,MDGA2,neurons,-4.05594487038005,0.017319108137666
14585,MDGA2,"subcellular,not specified",-9.05503445487296,0.000116801522229
14586,MDH1,astrocytes,0.926438462159926,2.52549848276581
14587,MDH1,axon,0.084814650133039,1.08851529183498
14588,MDH1,cytoplasm,-2.77423353390136,0.062397283768737
14589,MDH1,large protein complex,1.82034532756467,6.17399013077443
14590,MDH1,neurons,1.08046863520886,2.94605985498622
14591,MDH2,astrocytes,2.78424757313307,16.1876332831355
14592,MDH2,axon,-0.33502058905394,0.715323358369732
14593,MDH2,mitochondria,1.60834722114667,4.99454951650059
14594,MDH2,neurons,1.72794037317488,5.62904822212139
14595,MDK,axon,-3.49433929737628,0.030368806559839
14596,MDK,golgi,-3.21603881506525,0.040113641516945
14597,MDK,neurons,-5.33716893086216,0.004809467389341
14598,MDM1,astrocytes,-6.47202480975814,0.001546092019203
14599,MDM1,mitochondria,-4.8330069275365,0.007962542444596
14600,MDM1,neurons,-5.44636279964225,0.00431195966459
14601,MDM2,neurons,-7.44914115819326,0.000581941193058
14602,MDM4,"subcellular,not specified",-6.31625890032447,0.001806689885869
14603,MDN1,astrocytes,-5.58351375706521,0.003759332901762
14604,MDN1,large protein complex,-3.14590849839939,0.043027815582946
14605,MDP1,astrocytes,-3.09047685974735,0.045480261526781
14606,MDP1,neurons,-3.27115898878846,0.037962403568608
14607,MDP1,"subcellular,not specified",-2.02809397133475,0.131586089135592
14608,ME1,astrocytes,-2.3126226391544,0.099001266187719
14609,ME1,axon,-5.40525138469539,0.004492924806674
14610,ME1,large protein complex,-4.54718298790574,0.01059701429413
14611,ME1,neurons,-2.50640619750489,0.081560826677672
14612,ME1,"subcellular,not specified",-5.89312076814364,0.002758355064241
14613,ME2,astrocytes,-1.00701579000623,0.365307508882479
14614,ME2,mitochondria,-2.15638570923122,0.115742693718414
14615,ME2,neurons,-2.08292940505761,0.124564776519013
14616,ME3,astrocytes,-4.56755601845377,0.01038330533952
14617,ME3,"subcellular,not specified",-4.43654121845255,0.011836808734065
14618,MEA1,astrocytes,-3.40128633998075,0.033330368187936
14619,MEA1,axon,-5.15037092614188,0.005797253974931
14620,MEA1,neurons,-2.81318217112012,0.060013714305508
14621,MEA1,"subcellular,not specified",-2.73396600708997,0.064961141749511
14622,MEAF6,astrocytes,-3.76924247368842,0.023069532447541
14623,MEAF6,neurons,-3.79972701635716,0.022376879544572
14624,MEAF6,"subcellular,not specified",-1.60151930639109,0.201590008224614
14625,MEAK7,astrocytes,-5.93538201471218,0.002644212433523
14626,MEAK7,er,-3.37017950622388,0.034383464743559
14627,MEAK7,"subcellular,not specified",-3.87194875558946,0.020817761141871
14628,MECP2,astrocytes,-1.51825309249601,0.219094290303138
14629,MECP2,axon,-3.78133751481565,0.02279218614236
14630,MECP2,neurons,-3.11145433486794,0.044536137760438
14631,MECP2,nuclear pore complex/nuclear,-0.12384676377069,0.883515217050618
14632,MECR,astrocytes,-1.78190785101483,0.168316717525719
14633,MECR,axon,-5.41516786710777,0.004448590977968
14634,MECR,mitochondria,-2.2070381139997,0.110026050995207
14635,MECR,neurons,-2.78897768417235,0.061484037901645
14636,MECR,"subcellular,not specified",-4.0395078061346,0.017606135915479
14637,MED1,astrocytes,-4.67616848709459,0.009314634745835
14638,MED1,large protein complex,-2.51248090394475,0.081066870437189
14639,MED1,neurons,-3.0781311059069,0.046045229944788
14640,MED10,astrocytes,-3.77722368969219,0.022886142337503
14641,MED10,neurons,-2.99218693888915,0.050177581339874
14642,MED10,"subcellular,not specified",-1.3115673012977,0.269397498284598
14643,MED11,astrocytes,-3.88164024499499,0.020616980533411
14644,MED11,"subcellular,not specified",-2.36131574058737,0.094296072369426
14645,MED12,astrocytes,-4.45437020736394,0.011627640571535
14646,MED12,neurons,-4.11535315093441,0.01632017590626
14647,MED12,nuclear pore complex/nuclear,-3.02523708745853,0.048546310184194
14648,MED13,astrocytes,-5.80188790572723,0.003021844399426
14649,MED13,neurons,-5.15442260728553,0.005773812870325
14650,MED13,"subcellular,not specified",-4.35095359193173,0.012894510614599
14651,MED13L,astrocytes,-4.12335890780717,0.016190042150484
14652,MED13L,neurons,-5.42951535478958,0.004385220563892
14653,MED13L,"subcellular,not specified",-5.02619812543486,0.006563717624891
14654,MED14,astrocytes,-4.05725128285967,0.017296497011603
14655,MED14,neurons,-3.7081200979236,0.024523581897765
14656,MED14,nuclear pore complex/nuclear,-2.43088468836099,0.087958981863139
14657,MED15,astrocytes,-4.54494356606257,0.010620772071327
14658,MED15,neurons,-3.6543336101198,0.025878737066879
14659,MED15,"subcellular,not specified",-3.16361282451271,0.042272740871039
14660,MED16,astrocytes,-4.19503248543828,0.015070252890367
14661,MED16,neurons,-3.44317157873334,0.031963150751346
14662,MED16,"subcellular,not specified",-2.49291678555322,0.082668488323786
14663,MED17,astrocytes,-4.04294905656088,0.017545652921007
14664,MED17,large protein complex,-2.05108080997055,0.128595840784218
14665,MED17,neurons,-3.02354288770472,0.048628627041867
14666,MED18,astrocytes,-4.46380601541137,0.011518440393232
14667,MED18,neurons,-5.339837091111,0.004796652063909
14668,MED18,"subcellular,not specified",-2.97325133459353,0.051136776978805
14669,MED19,astrocytes,-4.28761444247489,0.013737658212642
14670,MED19,neurons,-2.94519384980366,0.052591863905576
14671,MED19,"subcellular,not specified",-2.86593090559648,0.056930109899068
14672,MED20,astrocytes,-3.90074916318029,0.020226752629973
14673,MED20,neurons,-3.51431320648003,0.029768240569807
14674,MED20,"subcellular,not specified",-2.24683582169446,0.10573325468839
14675,MED21,astrocytes,-3.42880922205613,0.032425529398331
14676,MED21,neurons,-5.5197778986076,0.004006737745306
14677,MED21,"subcellular,not specified",-2.53739865046692,0.079071825939711
14678,MED22,astrocytes,-3.99068852685737,0.01848698095386
